City Name,Country Code,Year,Population,Size Category
Ungwan Abdullah Maifata,NGA,2020,56.469,Fewer than 300 000
Ngurore,NGA,2020,56.313,Fewer than 300 000
Damare,NGA,2020,55.906,Fewer than 300 000
Aku,NGA,2020,55.903,Fewer than 300 000
Barakin Babele,NGA,2020,55.64,Fewer than 300 000
Agaie,NGA,2020,55.583,Fewer than 300 000
Omuo Ekiti,NGA,2020,55.51,Fewer than 300 000
Ugba,NGA,2020,55.157,Fewer than 300 000
Kagoro,NGA,2020,54.645,Fewer than 300 000
Babura,NGA,2020,54.412,Fewer than 300 000
Oja Odan,NGA,2020,54.251,Fewer than 300 000
Batsari,NGA,2020,54.066,Fewer than 300 000
Rano,NGA,2020,53.912,Fewer than 300 000
Tsafe,NGA,2020,53.841,Fewer than 300 000
Aliade,NGA,2020,53.821,Fewer than 300 000
Sabon Wuse,NGA,2020,53.801,Fewer than 300 000
Agwa,NGA,2020,53.758,Fewer than 300 000
Toto-Owu,NGA,2020,53.685,Fewer than 300 000
Obudi,NGA,2020,53.458,Fewer than 300 000
Achi 1,NGA,2020,53.26,Fewer than 300 000
Ibusa,NGA,2020,53.141,Fewer than 300 000
Wase,NGA,2020,52.93,Fewer than 300 000
Darazo,NGA,2020,52.733,Fewer than 300 000
Ipu/Ozaa/Asa,NGA,2020,52.401,Fewer than 300 000
Dawakin Kudu,NGA,2020,52.372,Fewer than 300 000
Kaltungo,NGA,2020,52.31,Fewer than 300 000
Pambeguwa,NGA,2020,52.155,Fewer than 300 000
Shendam,NGA,2020,51.919,Fewer than 300 000
Udi,NGA,2020,51.661,Fewer than 300 000
Akabuka,NGA,2020,51.475,Fewer than 300 000
Kwoi,NGA,2020,51.4,Fewer than 300 000
Ido Ekiti,NGA,2020,51.223,Fewer than 300 000
Oleh,NGA,2020,51.119,Fewer than 300 000
Ningi,NGA,2020,50.875,Fewer than 300 000
Uduma,NGA,2020,50.672,Fewer than 300 000
Chanchaga,NGA,2020,50.618,Fewer than 300 000
Lissam,NGA,2020,49.655,Fewer than 300 000
Makarfi,NGA,2020,49.547,Fewer than 300 000
Buniyadi,NGA,2020,49.502,Fewer than 300 000
Jauro,NGA,2020,49.456,Fewer than 300 000
Gembu,NGA,2020,49.412,Fewer than 300 000
Igbokoda,NGA,2020,49.395,Fewer than 300 000
Opete/Otokutu,NGA,2020,49.373,Fewer than 300 000
Uburu,NGA,2020,49.336,Fewer than 300 000
Ijero Ekiti,NGA,2020,49.195,Fewer than 300 000
Ogwashi Uku,NGA,2020,49.174,Fewer than 300 000
Ozoro,NGA,2020,49.167,Fewer than 300 000
Bali,NGA,2020,49.035,Fewer than 300 000
Fili,NGA,2020,48.794,Fewer than 300 000
Mafa,NGA,2020,47.989,Fewer than 300 000
Zonkwa,NGA,2020,47.809,Fewer than 300 000
Soba,NGA,2020,47.666,Fewer than 300 000
Gwadainya,NGA,2020,47.303,Fewer than 300 000
Ishiagu,NGA,2020,47.216,Fewer than 300 000
Okopedi,NGA,2020,47.061,Fewer than 300 000
Barabarobara,NGA,2020,46.593,Fewer than 300 000
Bakori,NGA,2020,46.58,Fewer than 300 000
Rijau,NGA,2020,46.379,Fewer than 300 000
Ejule,NGA,2020,46.0,Fewer than 300 000
Okpogho,NGA,2020,45.457,Fewer than 300 000
Jogana,NGA,2020,45.331,Fewer than 300 000
Benisheikh,NGA,2020,45.0,Fewer than 300 000
Misau,NGA,2020,44.907,Fewer than 300 000
Arochukwu,NGA,2020,44.603,Fewer than 300 000
New Bussa,NGA,2020,44.365,Fewer than 300 000
Ikot Offiong,NGA,2020,43.968,Fewer than 300 000
Gamawa,NGA,2020,43.527,Fewer than 300 000
Orerokpe,NGA,2020,43.506,Fewer than 300 000
Kado,NGA,2020,43.502,Fewer than 300 000
Maya Belwa,NGA,2020,43.5,Fewer than 300 000
Kaiama 1,NGA,2020,43.411,Fewer than 300 000
Eruwa,NGA,2020,43.077,Fewer than 300 000
Ohafia,NGA,2020,43.004,Fewer than 300 000
Ungwan Shehu,NGA,2020,42.913,Fewer than 300 000
Dukku ,NGA,2020,42.655,Fewer than 300 000
Abiriba,NGA,2020,42.631,Fewer than 300 000
Wurio,NGA,2020,42.599,Fewer than 300 000
Isanlu,NGA,2020,42.488,Fewer than 300 000
Oka Akoko,NGA,2020,42.41,Fewer than 300 000
Alizaga,NGA,2020,42.377,Fewer than 300 000
Gwaram ,NGA,2020,42.277,Fewer than 300 000
Ihalav,NGA,2020,42.143,Fewer than 300 000
Wurno,NGA,2020,41.954,Fewer than 300 000
Iwok Nsit/Odot/Ikot Itie Udung/Ikot Obong,NGA,2020,41.82,Fewer than 300 000
Sabuwa,NGA,2020,41.809,Fewer than 300 000
Aro,NGA,2020,41.713,Fewer than 300 000
Jaji ,NGA,2020,41.668,Fewer than 300 000
Billiri,NGA,2020,41.484,Fewer than 300 000
Gbongan,NGA,2020,41.3,Fewer than 300 000
Chibok,NGA,2020,41.087,Fewer than 300 000
Illela,NGA,2020,41.04,Fewer than 300 000
Ngambu,NGA,2020,40.74,Fewer than 300 000
Umuagu,NGA,2020,40.678,Fewer than 300 000
Kaura Munjo,NGA,2020,40.563,Fewer than 300 000
Inisa,NGA,2020,40.457,Fewer than 300 000
Isa,NGA,2020,40.33,Fewer than 300 000
Asa/Awara,NGA,2020,40.258,Fewer than 300 000
Uke,NGA,2020,40.199,Fewer than 300 000
Share,NGA,2020,40.168,Fewer than 300 000
Jamaare,NGA,2020,40.04,Fewer than 300 000
Oju,NGA,2020,40.0,Fewer than 300 000
Lafiagi,NGA,2020,39.942,Fewer than 300 000
Izom/Mararaba,NGA,2020,39.926,Fewer than 300 000
Lapai,NGA,2020,39.85,Fewer than 300 000
Amassama,NGA,2020,39.839,Fewer than 300 000
Egbolom,NGA,2020,39.743,Fewer than 300 000
Oro Esie Iludin,NGA,2020,39.51,Fewer than 300 000
Danja 1,NGA,2020,39.35,Fewer than 300 000
Iperu,NGA,2020,39.294,Fewer than 300 000
Igarra,NGA,2020,39.206,Fewer than 300 000
Bunza,NGA,2020,38.839,Fewer than 300 000
Dilpurtu,NGA,2020,38.837,Fewer than 300 000
Baissa,NGA,2020,38.67,Fewer than 300 000
Anka,NGA,2020,38.611,Fewer than 300 000
Ikot Akpaete,NGA,2020,38.461,Fewer than 300 000
Itori,NGA,2020,38.321,Fewer than 300 000
Wannune,NGA,2020,38.309,Fewer than 300 000
Bula Chirabe/Banki [NGA],NGA,2020,38.231,Fewer than 300 000
Charanchi,NGA,2020,38.213,Fewer than 300 000
Jesse,NGA,2020,38.144,Fewer than 300 000
Obajana Ciment Factory,NGA,2020,38.13,Fewer than 300 000
Zango,NGA,2020,38.112,Fewer than 300 000
Sukuku,NGA,2020,37.699,Fewer than 300 000
Kankia,NGA,2020,37.422,Fewer than 300 000
Oguma 1,NGA,2020,37.28,Fewer than 300 000
Garko,NGA,2020,37.236,Fewer than 300 000
Aliero,NGA,2020,37.116,Fewer than 300 000
Kurgwi,NGA,2020,37.094,Fewer than 300 000
Damban,NGA,2020,37.079,Fewer than 300 000
Kuta,NGA,2020,37.011,Fewer than 300 000
Kachia,NGA,2020,36.641,Fewer than 300 000
Amaseri,NGA,2020,36.587,Fewer than 300 000
Egbe Oke,NGA,2020,36.463,Fewer than 300 000
Namu,NGA,2020,36.427,Fewer than 300 000
Azuwa,NGA,2020,36.369,Fewer than 300 000
Janguza,NGA,2020,36.336,Fewer than 300 000
Ibi,NGA,2020,36.243,Fewer than 300 000
Ogboja,NGA,2020,36.238,Fewer than 300 000
Kagara,NGA,2020,36.219,Fewer than 300 000
Samamiya,NGA,2020,36.106,Fewer than 300 000
Imeko,NGA,2020,36.079,Fewer than 300 000
Gwada,NGA,2020,35.899,Fewer than 300 000
Serti,NGA,2020,35.808,Fewer than 300 000
Ashaka/Jalingo,NGA,2020,35.644,Fewer than 300 000
Dengi,NGA,2020,35.627,Fewer than 300 000
Mbogwo,NGA,2020,35.608,Fewer than 300 000
Edun,NGA,2020,35.569,Fewer than 300 000
Ipetu Ijesha,NGA,2020,35.536,Fewer than 300 000
Bokkos,NGA,2020,35.482,Fewer than 300 000
Gindiri Town ,NGA,2020,35.404,Fewer than 300 000
Ikara,NGA,2020,35.223,Fewer than 300 000
Gwandu,NGA,2020,35.208,Fewer than 300 000
Dakingari,NGA,2020,35.001,Fewer than 300 000
Takai,NGA,2020,34.695,Fewer than 300 000
Ijebu Ijesha,NGA,2020,34.694,Fewer than 300 000
Igbeti,NGA,2020,34.66,Fewer than 300 000
Ndiya,NGA,2020,34.531,Fewer than 300 000
Alkaleri,NGA,2020,34.468,Fewer than 300 000
Pandogari,NGA,2020,34.364,Fewer than 300 000
Abaji,NGA,2020,34.363,Fewer than 300 000
Hunkuyi,NGA,2020,34.344,Fewer than 300 000
Otun Ekiti,NGA,2020,34.259,Fewer than 300 000
Sabon Rijiya,NGA,2020,34.203,Fewer than 300 000
Aidu,NGA,2020,34.177,Fewer than 300 000
Miango,NGA,2020,33.919,Fewer than 300 000
Okpella,NGA,2020,33.906,Fewer than 300 000
Garin Madsam,NGA,2020,33.85,Fewer than 300 000
Kalin,NGA,2020,33.791,Fewer than 300 000
Eku,NGA,2020,33.762,Fewer than 300 000
Nembe,NGA,2020,33.526,Fewer than 300 000
Guai,NGA,2020,33.507,Fewer than 300 000
Okpakeke,NGA,2020,33.444,Fewer than 300 000
Madagali,NGA,2020,33.296,Fewer than 300 000
Imota,NGA,2020,33.288,Fewer than 300 000
Ikpa Ibekwe,NGA,2020,33.213,Fewer than 300 000
Rogo,NGA,2020,33.207,Fewer than 300 000
Dirindaji,NGA,2020,33.171,Fewer than 300 000
Ile Igbo,NGA,2020,32.967,Fewer than 300 000
Aja Obiakpa,NGA,2020,32.803,Fewer than 300 000
Buguma,NGA,2020,32.787,Fewer than 300 000
Sumaila,NGA,2020,32.726,Fewer than 300 000
Inyi-Umuom,NGA,2020,32.366,Fewer than 300 000
Nenwe,NGA,2020,32.335,Fewer than 300 000
Gulma,NGA,2020,32.306,Fewer than 300 000
Igede Ekiti,NGA,2020,32.249,Fewer than 300 000
Yankara,NGA,2020,32.168,Fewer than 300 000
Mani,NGA,2020,32.057,Fewer than 300 000
Ogboloko,NGA,2020,32.011,Fewer than 300 000
Bakura,NGA,2020,31.999,Fewer than 300 000
Salka,NGA,2020,31.889,Fewer than 300 000
Gali,NGA,2020,31.611,Fewer than 300 000
Abuochicie,NGA,2020,31.591,Fewer than 300 000
Akamkpa,NGA,2020,31.58,Fewer than 300 000
Ile Oluji,NGA,2020,31.572,Fewer than 300 000
Rumirigo,NGA,2020,31.43,Fewer than 300 000
Karaye,NGA,2020,31.324,Fewer than 300 000
Isikpo,NGA,2020,31.308,Fewer than 300 000
Yabo,NGA,2020,31.291,Fewer than 300 000
Zurmi,NGA,2020,31.085,Fewer than 300 000
Jahun,NGA,2020,31.076,Fewer than 300 000
Jebba,NGA,2020,31.026,Fewer than 300 000
Yelwa 2,NGA,2020,30.905,Fewer than 300 000
Issele Uku,NGA,2020,30.901,Fewer than 300 000
Effon,NGA,2020,30.901,Fewer than 300 000
Amaokwe,NGA,2020,30.867,Fewer than 300 000
Ayetoro Iju & Ifa Ogbolu,NGA,2020,30.736,Fewer than 300 000
Ode Aye ,NGA,2020,30.694,Fewer than 300 000
Warawa,NGA,2020,30.639,Fewer than 300 000
Owode,NGA,2020,30.628,Fewer than 300 000
Mashi,NGA,2020,30.611,Fewer than 300 000
Ihubogo,NGA,2020,30.594,Fewer than 300 000
Obiogo,NGA,2020,30.521,Fewer than 300 000
Arafu,NGA,2020,30.449,Fewer than 300 000
Wamba,NGA,2020,30.426,Fewer than 300 000
Ikpayongo,NGA,2020,30.41,Fewer than 300 000
Glogbo/Seme [NGA],NGA,2020,30.386,Fewer than 300 000
Ode Omu,NGA,2020,30.362,Fewer than 300 000
Ibaka,NGA,2020,30.248,Fewer than 300 000
Saho Rami,NGA,2020,30.183,Fewer than 300 000
Pategi,NGA,2020,30.178,Fewer than 300 000
Ofugu Inye,NGA,2020,30.171,Fewer than 300 000
Eha Amufu,NGA,2020,30.036,Fewer than 300 000
Mahuta 2,NGA,2020,29.992,Fewer than 300 000
Tor Donga,NGA,2020,29.985,Fewer than 300 000
Mariga ,NGA,2020,29.969,Fewer than 300 000
Ekpene Ukim,NGA,2020,29.939,Fewer than 300 000
Ikot Ubo,NGA,2020,29.936,Fewer than 300 000
Buter,NGA,2020,29.934,Fewer than 300 000
Ogbaniko,NGA,2020,29.893,Fewer than 300 000
Sabon Birni 1,NGA,2020,29.818,Fewer than 300 000
Okpo,NGA,2020,29.755,Fewer than 300 000
Kokori,NGA,2020,29.751,Fewer than 300 000
Dan Hassan,NGA,2020,29.708,Fewer than 300 000
Ilawe Ekiti,NGA,2020,29.613,Fewer than 300 000
Dansadau,NGA,2020,29.585,Fewer than 300 000
Giade,NGA,2020,29.521,Fewer than 300 000
Ogoja,NGA,2020,29.507,Fewer than 300 000
Ikot Nakanda,NGA,2020,29.437,Fewer than 300 000
Bakumi,NGA,2020,29.244,Fewer than 300 000
Yelwa 3,NGA,2020,29.211,Fewer than 300 000
Itabono l,NGA,2020,29.157,Fewer than 300 000
Ahaba,NGA,2020,29.086,Fewer than 300 000
Bodo,NGA,2020,29.023,Fewer than 300 000
Umunede,NGA,2020,28.975,Fewer than 300 000
Karshi 1,NGA,2020,28.914,Fewer than 300 000
Kadaura,NGA,2020,28.807,Fewer than 300 000
Uzebba,NGA,2020,28.746,Fewer than 300 000
Kachako,NGA,2020,28.743,Fewer than 300 000
Miringa,NGA,2020,28.721,Fewer than 300 000
Aiyete,NGA,2020,28.461,Fewer than 300 000
Karim Lamido,NGA,2020,28.404,Fewer than 300 000
Ugwalawo,NGA,2020,28.305,Fewer than 300 000
Dan Musa,NGA,2020,28.292,Fewer than 300 000
Lafia_2,NGA,2020,28.206,Fewer than 300 000
Lessel,NGA,2020,28.196,Fewer than 300 000
Minjibir,NGA,2020,28.098,Fewer than 300 000
Paiko,NGA,2020,28.071,Fewer than 300 000
Bagudo,NGA,2020,28.046,Fewer than 300 000
Ipokia,NGA,2020,28.045,Fewer than 300 000
Ogume,NGA,2020,28.04,Fewer than 300 000
Faskari,NGA,2020,28.027,Fewer than 300 000
Kwaya,NGA,2020,28.0,Fewer than 300 000
Bena,NGA,2020,28.0,Fewer than 300 000
Oko Ita,NGA,2020,27.958,Fewer than 300 000
Mbacub,NGA,2020,27.946,Fewer than 300 000
Iworoko,NGA,2020,27.922,Fewer than 300 000
Tanglang,NGA,2020,27.916,Fewer than 300 000
Buruku 2,NGA,2020,27.907,Fewer than 300 000
Marmara,NGA,2020,27.781,Fewer than 300 000
Baga ,NGA,2020,27.701320746215902,Fewer than 300 000
Joo Tar,NGA,2020,27.67,Fewer than 300 000
Anyigba,NGA,2020,27.646,Fewer than 300 000
Ajido,NGA,2020,27.577,Fewer than 300 000
Getso,NGA,2020,27.465,Fewer than 300 000
Maiadua,NGA,2020,27.304,Fewer than 300 000
Kiyawa ,NGA,2020,27.268,Fewer than 300 000
Eziama/Okpuala,NGA,2020,27.239,Fewer than 300 000
Kiru,NGA,2020,27.129,Fewer than 300 000
Kasuwan Magani,NGA,2020,27.122,Fewer than 300 000
Ngo,NGA,2020,27.084,Fewer than 300 000
Okpoga,NGA,2020,27.031,Fewer than 300 000
Kofar Arewa,NGA,2020,26.961,Fewer than 300 000
Kukawa,NGA,2020,26.844,Fewer than 300 000
Ihugh,NGA,2020,26.796,Fewer than 300 000
Maru,NGA,2020,26.747,Fewer than 300 000
Dabai,NGA,2020,26.709,Fewer than 300 000
Kalgo,NGA,2020,26.675,Fewer than 300 000
Kangiwa,NGA,2020,26.524,Fewer than 300 000
Kudan,NGA,2020,26.502,Fewer than 300 000
Kaddamari,NGA,2020,26.5,Fewer than 300 000
Gandi,NGA,2020,26.413,Fewer than 300 000
Tafawa Balewa,NGA,2020,26.386,Fewer than 300 000
Omor,NGA,2020,26.342,Fewer than 300 000
Bunkure,NGA,2020,26.33,Fewer than 300 000
Dawaki ,NGA,2020,26.316,Fewer than 300 000
Yakum,NGA,2020,26.273,Fewer than 300 000
Rimi 1,NGA,2020,26.27,Fewer than 300 000
Bebeji,NGA,2020,26.261,Fewer than 300 000
New Wara,NGA,2020,26.25,Fewer than 300 000
Maska,NGA,2020,26.205,Fewer than 300 000
Jahuna,NGA,2020,26.177,Fewer than 300 000
Gbajimba,NGA,2020,26.144,Fewer than 300 000
Elele Alimini,NGA,2020,25.967,Fewer than 300 000
Dass,NGA,2020,25.959,Fewer than 300 000
Lassa,NGA,2020,25.814,Fewer than 300 000
Dogon Yaro,NGA,2020,25.796,Fewer than 300 000
Ilara ,NGA,2020,25.745,Fewer than 300 000
Nafuchi,NGA,2020,25.742,Fewer than 300 000
Rinjim Gaini,NGA,2020,25.73,Fewer than 300 000
Barkin Ladi,NGA,2020,25.706,Fewer than 300 000
Idi Emi,NGA,2020,25.647,Fewer than 300 000
Okuta,NGA,2020,25.627,Fewer than 300 000
Otujeremi/Otokutu,NGA,2020,25.573,Fewer than 300 000
Magare,NGA,2020,25.56,Fewer than 300 000
Ukpon,NGA,2020,25.446,Fewer than 300 000
Guyuk,NGA,2020,25.419,Fewer than 300 000
Nkwo-Nando,NGA,2020,25.403,Fewer than 300 000
Tunga maje,NGA,2020,25.383,Fewer than 300 000
Mallam Daya,NGA,2020,25.322,Fewer than 300 000
Gulak,NGA,2020,25.233,Fewer than 300 000
Tegina,NGA,2020,25.187,Fewer than 300 000
Kunya Centre,NGA,2020,25.141,Fewer than 300 000
Awgbu,NGA,2020,25.116,Fewer than 300 000
Musawa,NGA,2020,25.079,Fewer than 300 000
Jere,NGA,2020,24.971,Fewer than 300 000
Bomu,NGA,2020,24.96,Fewer than 300 000
Donga,NGA,2020,24.884,Fewer than 300 000
Sabon Gari 2,NGA,2020,24.866,Fewer than 300 000
Aka Ese,NGA,2020,24.797,Fewer than 300 000
Tungo,NGA,2020,24.741,Fewer than 300 000
Kwa Ibo,NGA,2020,24.722,Fewer than 300 000
Obunagha,NGA,2020,24.663,Fewer than 300 000
Galadi,NGA,2020,24.659,Fewer than 300 000
Igangan,NGA,2020,24.64,Fewer than 300 000
Faku,NGA,2020,24.624,Fewer than 300 000
Durbunde,NGA,2020,24.585,Fewer than 300 000
Amachara,NGA,2020,24.531,Fewer than 300 000
New Marte,NGA,2020,24.519,Fewer than 300 000
Makera,NGA,2020,24.498,Fewer than 300 000
Jada,NGA,2020,24.486,Fewer than 300 000
Egbo Ide,NGA,2020,24.441,Fewer than 300 000
Ilero,NGA,2020,24.38,Fewer than 300 000
Afuda/Eguere,NGA,2020,24.31,Fewer than 300 000
Sakpenwa,NGA,2020,24.19,Fewer than 300 000
Ago Amadu,NGA,2020,24.18,Fewer than 300 000
Ilutitun,NGA,2020,24.173,Fewer than 300 000
Jemaa,NGA,2020,24.109,Fewer than 300 000
Igbara Odo,NGA,2020,24.099,Fewer than 300 000
Akana/Ogu,NGA,2020,24.087,Fewer than 300 000
Karfi Ruga,NGA,2020,23.805,Fewer than 300 000
Balala,NGA,2020,23.798,Fewer than 300 000
Ribah,NGA,2020,23.745,Fewer than 300 000
Izombe,NGA,2020,23.731,Fewer than 300 000
Magami,NGA,2020,23.642,Fewer than 300 000
Tambawal,NGA,2020,23.552,Fewer than 300 000
Kinsha,NGA,2020,23.495,Fewer than 300 000
Alade,NGA,2020,23.48,Fewer than 300 000
Mahuta 1,NGA,2020,23.424,Fewer than 300 000
Tignon,NGA,2020,23.333,Fewer than 300 000
Sarki Power,NGA,2020,23.321,Fewer than 300 000
Kuri,NGA,2020,23.314,Fewer than 300 000
Yimirshika,NGA,2020,23.285,Fewer than 300 000
Katari,NGA,2020,23.224,Fewer than 300 000
Amoncha,NGA,2020,23.205,Fewer than 300 000
Karshi 2,NGA,2020,23.106,Fewer than 300 000
Dankama,NGA,2020,23.102,Fewer than 300 000
Mgboko Umuanunu,NGA,2020,23.071,Fewer than 300 000
Zuguma,NGA,2020,23.067,Fewer than 300 000
Bantaje,NGA,2020,23.062,Fewer than 300 000
Odogbolu,NGA,2020,23.01,Fewer than 300 000
Ngalda,NGA,2020,22.937,Fewer than 300 000
Filiya,NGA,2020,22.933,Fewer than 300 000
Garki,NGA,2020,22.886,Fewer than 300 000
Kafin Hausa,NGA,2020,22.878,Fewer than 300 000
Mayo Nguli,NGA,2020,22.84,Fewer than 300 000
Dutsen Wai,NGA,2020,22.802,Fewer than 300 000
Elebele,NGA,2020,22.787,Fewer than 300 000
Jikamshi,NGA,2020,22.766,Fewer than 300 000
Ekumtak,NGA,2020,22.759,Fewer than 300 000
Owena Ijesha,NGA,2020,22.708,Fewer than 300 000
Tofa,NGA,2020,22.682,Fewer than 300 000
Bungudu,NGA,2020,22.642,Fewer than 300 000
Ngelzarma,NGA,2020,22.641,Fewer than 300 000
Oke Odan,NGA,2020,22.629,Fewer than 300 000
Buni Gari,NGA,2020,22.627,Fewer than 300 000
Miga 1,NGA,2020,22.611,Fewer than 300 000
Birniwa,NGA,2020,22.535,Fewer than 300 000
Kwinte,NGA,2020,22.502,Fewer than 300 000
Abogwa,NGA,2020,22.467,Fewer than 300 000
Echialike,NGA,2020,22.465,Fewer than 300 000
Orogun,NGA,2020,22.448,Fewer than 300 000
Aiyetoro Gbede,NGA,2020,22.379,Fewer than 300 000
Wasagu,NGA,2020,22.358,Fewer than 300 000
Kwararfa,NGA,2020,22.342,Fewer than 300 000
Otuoke,NGA,2020,22.297,Fewer than 300 000
Iware,NGA,2020,22.245,Fewer than 300 000
Ogbagi,NGA,2020,22.217,Fewer than 300 000
Garaku,NGA,2020,22.203,Fewer than 300 000
Kagarko,NGA,2020,22.186,Fewer than 300 000
Warji,NGA,2020,22.18,Fewer than 300 000
Hardawa,NGA,2020,22.139,Fewer than 300 000
Kibiya,NGA,2020,22.137,Fewer than 300 000
Wushishi,NGA,2020,22.107,Fewer than 300 000
Rurum,NGA,2020,22.103,Fewer than 300 000
Mgbagbu Owa,NGA,2020,22.1,Fewer than 300 000
Tsangaya,NGA,2020,21.994,Fewer than 300 000
Damagum,NGA,2020,21.992,Fewer than 300 000
Oderiga,NGA,2020,21.99,Fewer than 300 000
Matazu,NGA,2020,21.983,Fewer than 300 000
Igbo Tako,NGA,2020,21.956,Fewer than 300 000
Michaga,NGA,2020,21.909,Fewer than 300 000
Vaase,NGA,2020,21.88,Fewer than 300 000
Ubuluku,NGA,2020,21.847,Fewer than 300 000
Mbak,NGA,2020,21.757,Fewer than 300 000
Igbere,NGA,2020,21.752,Fewer than 300 000
Amoso,NGA,2020,21.715,Fewer than 300 000
Mopa,NGA,2020,21.697,Fewer than 300 000
Garo,NGA,2020,21.697,Fewer than 300 000
Mararabar Akunza,NGA,2020,21.676,Fewer than 300 000
Aramoko Ekiti,NGA,2020,21.658,Fewer than 300 000
Kaya,NGA,2020,21.594,Fewer than 300 000
Alyi,NGA,2020,21.59,Fewer than 300 000
Kujama,NGA,2020,21.585,Fewer than 300 000
Sabon Birnin Yero,NGA,2020,21.549,Fewer than 300 000
Ndi Elu,NGA,2020,21.547,Fewer than 300 000
Brass,NGA,2020,21.518,Fewer than 300 000
Tse Agberagba,NGA,2020,21.494,Fewer than 300 000
Ayadeghe,NGA,2020,21.458,Fewer than 300 000
Ambursa,NGA,2020,21.423,Fewer than 300 000
Bilbil,NGA,2020,21.401,Fewer than 300 000
Okpoma,NGA,2020,21.392,Fewer than 300 000
Gano,NGA,2020,21.385,Fewer than 300 000
Igbogila,NGA,2020,21.266,Fewer than 300 000
Matagami,NGA,2020,21.263,Fewer than 300 000
Toto,NGA,2020,21.18,Fewer than 300 000
Oyan,NGA,2020,21.146,Fewer than 300 000
Kuyelo,NGA,2020,21.12,Fewer than 300 000
Umuakuru Emekuku,NGA,2020,21.093,Fewer than 300 000
Idumuje-Unor/Onicha Uku,NGA,2020,21.071,Fewer than 300 000
Agenebode,NGA,2020,21.071,Fewer than 300 000
Ohali,NGA,2020,21.018,Fewer than 300 000
Jajimaji,NGA,2020,20.975,Fewer than 300 000
Dakaiyyawa,NGA,2020,20.95,Fewer than 300 000
Olode,NGA,2020,20.925,Fewer than 300 000
Gajale,NGA,2020,20.917,Fewer than 300 000
Ajaokuta,NGA,2020,20.864,Fewer than 300 000
Umuhu,NGA,2020,20.863,Fewer than 300 000
Wamdewo,NGA,2020,20.859,Fewer than 300 000
Eha Ndiagu,NGA,2020,20.858,Fewer than 300 000
Uzuakoli,NGA,2020,20.847,Fewer than 300 000
Maradun Relocation,NGA,2020,20.831,Fewer than 300 000
Iloshi,NGA,2020,20.817,Fewer than 300 000
Sakwaya,NGA,2020,20.739,Fewer than 300 000
Sii,NGA,2020,20.708,Fewer than 300 000
Mabudi,NGA,2020,20.702,Fewer than 300 000
Ilesha Ibariba,NGA,2020,20.654,Fewer than 300 000
Igbaraoke,NGA,2020,20.623,Fewer than 300 000
Rumiji,NGA,2020,20.609,Fewer than 300 000
Gwantu,NGA,2020,20.544,Fewer than 300 000
Okoro Ete,NGA,2020,20.537,Fewer than 300 000
Chadawa,NGA,2020,20.449,Fewer than 300 000
Eyerakpokpo,NGA,2020,20.445,Fewer than 300 000
Manor,NGA,2020,20.443,Fewer than 300 000
Ukata,NGA,2020,20.43,Fewer than 300 000
Adoka,NGA,2020,20.418,Fewer than 300 000
Ogwuosie,NGA,2020,20.404,Fewer than 300 000
Yana,NGA,2020,20.38,Fewer than 300 000
Onicha Ugbo,NGA,2020,20.364,Fewer than 300 000
nga Magajiya,NGA,2020,20.347,Fewer than 300 000
Aladia,NGA,2020,20.341,Fewer than 300 000
Bugau,NGA,2020,20.34,Fewer than 300 000
Bomadi,NGA,2020,20.322,Fewer than 300 000
Ibe,NGA,2020,20.321,Fewer than 300 000
Shanono,NGA,2020,20.32,Fewer than 300 000
Itobe,NGA,2020,20.31,Fewer than 300 000
Ulakwo,NGA,2020,20.21,Fewer than 300 000
Anchau,NGA,2020,20.16,Fewer than 300 000
Okpara,NGA,2020,20.149,Fewer than 300 000
Opuba,NGA,2020,20.111,Fewer than 300 000
Chiromawa,NGA,2020,20.065,Fewer than 300 000
Gawura,NGA,2020,20.041,Fewer than 300 000
Kaiama 2,NGA,2020,19.954,Fewer than 300 000
Idon Kasa,NGA,2020,19.954,Fewer than 300 000
Roni,NGA,2020,19.952,Fewer than 300 000
Obigwo,NGA,2020,19.926,Fewer than 300 000
Nafada,NGA,2020,19.917,Fewer than 300 000
Amoya,NGA,2020,19.9,Fewer than 300 000
Umunelu,NGA,2020,19.878,Fewer than 300 000
Zakirai,NGA,2020,19.875,Fewer than 300 000
Raminkura,NGA,2020,19.864,Fewer than 300 000
Sagbama,NGA,2020,19.812,Fewer than 300 000
Gurin,NGA,2020,19.757,Fewer than 300 000
Ekpesa,NGA,2020,19.727,Fewer than 300 000
Bani,NGA,2020,19.703,Fewer than 300 000
Shani,NGA,2020,19.699,Fewer than 300 000
Lokpaukwu,NGA,2020,19.69,Fewer than 300 000
Abereke-Odo,NGA,2020,19.68,Fewer than 300 000
Esa Oke,NGA,2020,19.596,Fewer than 300 000
Dadin Kowa 1,NGA,2020,19.587,Fewer than 300 000
Dutsen Giginia,NGA,2020,19.587,Fewer than 300 000
Maji,NGA,2020,19.53,Fewer than 300 000
Shika,NGA,2020,19.527,Fewer than 300 000
Kafin Madaki,NGA,2020,19.476,Fewer than 300 000
Gota,NGA,2020,19.47,Fewer than 300 000
Matan Kari,NGA,2020,19.404,Fewer than 300 000
Shuni,NGA,2020,19.397,Fewer than 300 000
Gosa,NGA,2020,19.386,Fewer than 300 000
Chinade,NGA,2020,19.364,Fewer than 300 000
