Year,ISO3,population
2030,TKM,8093539.0
2031,TKM,8177919.0
2032,TKM,8259998.0
2033,TKM,8340508.0
2034,TKM,8420193.0
2035,TKM,8499263.0
2036,TKM,8578074.0
2037,TKM,8657044.0
2038,TKM,8735850.0
2039,TKM,8814550.0
2040,TKM,8893128.0
2041,TKM,8971335.0
2042,TKM,9049208.0
2043,TKM,9126116.0
2044,TKM,9201986.0
2045,TKM,9276552.0
2046,TKM,9349091.0
2047,TKM,9419272.0
2048,TKM,9486502.0
2049,TKM,9550605.0
2050,TKM,9611198.0
2051,TKM,9668217.0
2052,TKM,9721448.0
2053,TKM,9771044.0
2054,TKM,9817190.0
2055,TKM,9859286.0
2056,TKM,9898399.0
2057,TKM,9934259.0
2058,TKM,9967333.0
2059,TKM,9997797.0
2060,TKM,10025299.0
2061,TKM,10050640.0
2062,TKM,10074411.0
2063,TKM,10096559.0
2064,TKM,10117175.0
2065,TKM,10136396.0
2066,TKM,10154186.0
2067,TKM,10171195.0
2068,TKM,10187165.0
2069,TKM,10201991.0
2070,TKM,10215859.0
2071,TKM,10228801.0
2072,TKM,10240733.0
2073,TKM,10251404.0
2074,TKM,10260297.0
2075,TKM,10267605.0
2076,TKM,10273772.0
2077,TKM,10278125.0
2078,TKM,10280750.0
2079,TKM,10281857.0
2080,TKM,10281028.0
2081,TKM,10278345.0
2082,TKM,10274215.0
2083,TKM,10268445.0
2084,TKM,10261611.0
2085,TKM,10253157.0
2086,TKM,10243150.0
2087,TKM,10231659.0
2088,TKM,10218574.0
2089,TKM,10204213.0
2090,TKM,10188787.0
2091,TKM,10171699.0
2092,TKM,10153786.0
2093,TKM,10134343.0
2094,TKM,10113543.0
2095,TKM,10091524.0
2096,TKM,10067902.0
2097,TKM,10043352.0
2098,TKM,10017318.0
2099,TKM,9989973.0
2100,TKM,9961423.0
2101,TKM,9931773.0
1950,TLS,413233.0
1951,TLS,416291.0
1952,TLS,420230.0
1953,TLS,424614.0
1954,TLS,429362.0
1955,TLS,434452.0
1956,TLS,439848.0
1957,TLS,445550.0
1958,TLS,451572.0
1959,TLS,457924.0
1960,TLS,464613.0
1961,TLS,471624.0
1962,TLS,478959.0
1963,TLS,486588.0
1964,TLS,494540.0
1965,TLS,502777.0
1966,TLS,511292.0
1967,TLS,520100.0
1968,TLS,529195.0
1969,TLS,538555.0
1970,TLS,548156.0
1971,TLS,557983.0
1972,TLS,567950.0
1973,TLS,577975.0
1974,TLS,587734.0
1975,TLS,593919.0
1976,TLS,602397.0
1977,TLS,612842.0
1978,TLS,623788.0
1979,TLS,633763.0
1980,TLS,643675.0
1981,TLS,656068.0
1982,TLS,664918.0
1983,TLS,673380.0
1984,TLS,682033.0
1985,TLS,691521.0
1986,TLS,701809.0
1987,TLS,712561.0
1988,TLS,724392.0
1989,TLS,737097.0
1990,TLS,752616.0
1991,TLS,768073.0
1992,TLS,788483.0
1993,TLS,810153.0
1994,TLS,832720.0
1995,TLS,856266.0
1996,TLS,880027.0
1997,TLS,904536.0
1998,TLS,929833.0
1999,TLS,955228.0
2000,TLS,714166.0
2001,TLS,776010.0
2002,TLS,848488.0
2003,TLS,909829.0
2004,TLS,923926.0
2005,TLS,934222.0
2006,TLS,962399.0
2007,TLS,990795.0
2008,TLS,1018983.0
2009,TLS,1045876.0
2010,TLS,1071688.0
2011,TLS,1097671.0
2012,TLS,1122744.0
2013,TLS,1147026.0
2014,TLS,1170364.0
2015,TLS,1193443.0
2016,TLS,1216820.0
2017,TLS,1239803.0
2018,TLS,1263603.0
2019,TLS,1288315.0
2020,TLS,1313574.0
2021,TLS,1338533.0
2022,TLS,1361744.0
2023,TLS,1376847.0
2024,TLS,1391725.0
2025,TLS,1409551.0
2026,TLS,1427484.0
2027,TLS,1446362.0
2028,TLS,1466306.0
2029,TLS,1487381.0
2030,TLS,1508837.0
2031,TLS,1530772.0
2032,TLS,1550540.0
2033,TLS,1568873.0
2034,TLS,1587360.0
2035,TLS,1607528.0
2036,TLS,1630068.0
2037,TLS,1649371.0
2038,TLS,1669289.0
2039,TLS,1688617.0
2040,TLS,1709157.0
2041,TLS,1727342.0
2042,TLS,1745601.0
2043,TLS,1766083.0
2044,TLS,1786047.0
2045,TLS,1801463.0
2046,TLS,1817803.0
2047,TLS,1833287.0
2048,TLS,1849822.0
2049,TLS,1866792.0
2050,TLS,1880897.0
2051,TLS,1897602.0
2052,TLS,1908018.0
2053,TLS,1921115.0
2054,TLS,1937081.0
2055,TLS,1945489.0
2056,TLS,1958098.0
2057,TLS,1972234.0
2058,TLS,1984167.0
2059,TLS,1995537.0
2060,TLS,2005848.0
2061,TLS,2013426.0
2062,TLS,2019082.0
2063,TLS,2026158.0
2064,TLS,2034768.0
2065,TLS,2042438.0
2066,TLS,2049389.0000000002
2067,TLS,2057712.0
2068,TLS,2064291.0000000002
2069,TLS,2070826.0
2070,TLS,2076424.0
2071,TLS,2078873.9999999998
2072,TLS,2086641.0
2073,TLS,2090297.9999999998
2074,TLS,2090710.0
2075,TLS,2092371.9999999998
2076,TLS,2092045.9999999998
2077,TLS,2092650.9999999998
2078,TLS,2091717.9999999998
2079,TLS,2089161.9999999998
2080,TLS,2090024.0
2081,TLS,2087114.0
2082,TLS,2083333.0
2083,TLS,2080790.0
2084,TLS,2075547.9999999998
2085,TLS,2069827.0000000002
2086,TLS,2064370.0
2087,TLS,2061463.0000000002
2088,TLS,2053830.0
2089,TLS,2047846.0
2090,TLS,2040060.0
2091,TLS,2033800.0
2092,TLS,2026935.0
2093,TLS,2021390.0
2094,TLS,2016197.0
2095,TLS,2009373.0
2096,TLS,2001246.0
2097,TLS,1993354.0
2098,TLS,1986827.0
2099,TLS,1980186.0
2100,TLS,1975268.0
2101,TLS,1970579.0
1950,TON,49041.0
1951,TON,50278.0
1952,TON,51624.0
1953,TON,53092.0
1954,TON,54670.0
1955,TON,56361.0
1956,TON,58152.0
1957,TON,60045.0
1958,TON,61716.0
1959,TON,63455.0
1960,TON,65244.0
1961,TON,67096.0
1962,TON,68978.0
1963,TON,70902.0
1964,TON,72868.0
1965,TON,74889.0
1966,TON,76960.0
1967,TON,79045.0
1968,TON,80582.0
1969,TON,82123.0
1970,TON,83646.0
1971,TON,85157.0
1972,TON,86635.0
1973,TON,88077.0
1974,TON,89532.0
1975,TON,91835.0
1976,TON,94200.0
1977,TON,96450.0
1978,TON,97000.0
1979,TON,97409.0
1980,TON,97680.0
1981,TON,97859.0
1982,TON,97958.0
1983,TON,98001.0
1984,TON,97995.0
1985,TON,97984.0
1986,TON,97983.0
1987,TON,98037.0
1988,TON,98714.0
1989,TON,99224.0
1990,TON,99582.0
1991,TON,99817.0
1992,TON,99974.0
1993,TON,100071.0
1994,TON,100135.0
1995,TON,100197.0
1996,TON,100252.0
1997,TON,100299.0
1998,TON,101048.0
1999,TON,101727.0
2000,TON,102365.0
2001,TON,102990.0
2002,TON,103587.0
2003,TON,104160.0
2004,TON,104768.0
2005,TON,105374.0
2006,TON,105968.0
2007,TON,106538.0
2008,TON,106914.0
2009,TON,107126.0
2010,TON,107279.0
2011,TON,107520.0
2012,TON,107619.0
2013,TON,107300.0
2014,TON,106855.0
2015,TON,106363.0
2016,TON,105827.0
2017,TON,105221.0
2018,TON,105490.0
2019,TON,105643.0
2020,TON,105696.0
2021,TON,105711.0
2022,TON,105268.0
2023,TON,104816.0
2024,TON,104379.0
2025,TON,103972.0
2026,TON,103512.0
2027,TON,103070.0
2028,TON,102722.0
2029,TON,102408.0
2030,TON,102154.0
2031,TON,101990.0
2032,TON,101859.0
2033,TON,101817.0
2034,TON,101797.0
2035,TON,101806.0
2036,TON,101853.0
2037,TON,101933.0
2038,TON,102061.0
2039,TON,102288.0
2040,TON,102455.0
2041,TON,102675.0
2042,TON,102920.0
2043,TON,103163.0
2044,TON,103444.0
2045,TON,103778.0
2046,TON,104083.0
2047,TON,104385.0
2048,TON,104619.0
2049,TON,104868.0
2050,TON,105077.0
2051,TON,105312.0
2052,TON,105520.0
2053,TON,105720.0
2054,TON,105933.0
2055,TON,106150.0
2056,TON,106366.0
2057,TON,106581.0
2058,TON,106826.0
2059,TON,107079.0
2060,TON,107355.0
2061,TON,107635.0
2062,TON,107949.0
2063,TON,108273.0
2064,TON,108618.0
2065,TON,108978.0
2066,TON,109304.0
2067,TON,109689.0
2068,TON,110069.0
2069,TON,110454.0
2070,TON,110822.0
2071,TON,111210.0
2072,TON,111624.0
2073,TON,112038.0
2074,TON,112428.0
2075,TON,112815.0
2076,TON,113196.0
2077,TON,113601.0
2078,TON,113963.0
2079,TON,114327.0
2080,TON,114678.0
2081,TON,115007.0
2082,TON,115297.0
2083,TON,115592.0
2084,TON,115885.0
2085,TON,116129.0
2086,TON,116346.0
2087,TON,116535.0
2088,TON,116740.0
2089,TON,116941.0
2090,TON,117098.0
2091,TON,117243.0
2092,TON,117357.0
2093,TON,117467.0
2094,TON,117551.0
2095,TON,117644.0
2096,TON,117722.0
2097,TON,117753.0
2098,TON,117791.0
2099,TON,117846.0
2100,TON,117878.0
2101,TON,117863.0
1950,TTO,640492.0
1951,TTO,657056.0
1952,TTO,674404.0
1953,TTO,692459.0
1954,TTO,711260.0
1955,TTO,731050.0
1956,TTO,751418.0
1957,TTO,771956.0
1958,TTO,793046.0
1959,TTO,814632.0
1960,TTO,835403.0
1961,TTO,854484.0
1962,TTO,871803.0
1963,TTO,888586.0
1964,TTO,905023.0
1965,TTO,920903.0
1966,TTO,935947.0
1967,TTO,949926.0
1968,TTO,962910.0
1969,TTO,975102.0
1970,TTO,986310.0
1971,TTO,996631.0
1972,TTO,1008539.0
1973,TTO,1021303.0
1974,TTO,1034400.0000000001
1975,TTO,1047121.0000000001
1976,TTO,1059818.0
1977,TTO,1072803.0
1978,TTO,1086306.0
1979,TTO,1100455.0
1980,TTO,1114824.0
1981,TTO,1128664.0
1982,TTO,1141601.0
1983,TTO,1154253.0
1984,TTO,1166814.0
1985,TTO,1179153.0
1986,TTO,1195578.0
1987,TTO,1210671.0
1988,TTO,1224057.0
1989,TTO,1236080.0
1990,TTO,1247119.0
1991,TTO,1257298.0
1992,TTO,1267045.0
1993,TTO,1276302.0
1994,TTO,1284631.0
1995,TTO,1292052.0
1996,TTO,1298287.0
1997,TTO,1303568.0
1998,TTO,1308105.0
1999,TTO,1312344.0
2000,TTO,1317073.0
2001,TTO,1322476.0
2002,TTO,1328658.0
2003,TTO,1335363.0
2004,TTO,1342056.0
2005,TTO,1348704.0
2006,TTO,1355365.0
2007,TTO,1362031.0
2008,TTO,1368722.0
2009,TTO,1375447.0
2010,TTO,1382665.0
2011,TTO,1390643.0
2012,TTO,1399323.0
2013,TTO,1408295.0
2014,TTO,1417011.0
2015,TTO,1425252.0
2016,TTO,1433125.0
2017,TTO,1440927.0
2018,TTO,1449594.0
2019,TTO,1491443.0
2020,TTO,1478345.0
2021,TTO,1483702.0
2022,TTO,1491733.0
2023,TTO,1500110.0
2024,TTO,1505755.0
2025,TTO,1509808.0
2026,TTO,1512502.0
2027,TTO,1514034.0
2028,TTO,1514538.0
2029,TTO,1514212.0
2030,TTO,1513134.0
2031,TTO,1511509.0
2032,TTO,1509358.0
2033,TTO,1506627.0
2034,TTO,1503494.0
2035,TTO,1499871.0
2036,TTO,1495840.0
2037,TTO,1491410.0
2038,TTO,1486595.0
2039,TTO,1481443.0
2040,TTO,1475884.0
2041,TTO,1470003.0
2042,TTO,1463771.0
2043,TTO,1457244.0
2044,TTO,1450384.0
2045,TTO,1443281.0
2046,TTO,1435889.0
2047,TTO,1428301.0
2048,TTO,1420428.0
2049,TTO,1412355.0
2050,TTO,1404040.0
2051,TTO,1395560.0
2052,TTO,1386829.0
2053,TTO,1377915.0
2054,TTO,1368821.0
2055,TTO,1359458.0
2056,TTO,1349926.0
2057,TTO,1340239.0
2058,TTO,1330315.0
2059,TTO,1320264.0
2060,TTO,1309971.0
2061,TTO,1299518.0
2062,TTO,1288860.0
2063,TTO,1278034.0
2064,TTO,1267023.0
2065,TTO,1255815.0
2066,TTO,1244457.0
2067,TTO,1233034.0
2068,TTO,1221543.0
2069,TTO,1209911.0
2070,TTO,1198240.0
2071,TTO,1186571.0
2072,TTO,1174937.0
2073,TTO,1163307.0
2074,TTO,1151815.0
2075,TTO,1140393.0
2076,TTO,1129070.0
2077,TTO,1117897.0
2078,TTO,1106840.0
2079,TTO,1096003.0
2080,TTO,1085324.0
2081,TTO,1074895.0
2082,TTO,1064586.0
2083,TTO,1054513.0
2084,TTO,1044606.0
2085,TTO,1034915.0
2086,TTO,1025386.0
2087,TTO,1015997.0
2088,TTO,1006753.0
2089,TTO,997652.0
2090,TTO,988603.0
2091,TTO,979676.0
2092,TTO,970814.0
2093,TTO,962077.0
2094,TTO,953384.0
2095,TTO,944782.0
2096,TTO,936182.0
2097,TTO,927675.0
2098,TTO,919238.0
2099,TTO,910862.0
2100,TTO,902506.0
2101,TTO,894204.0
1950,TUN,3573092.0
1951,TUN,3644879.0
1952,TUN,3719321.0
1953,TUN,3797049.0
1954,TUN,3877749.0
1955,TUN,3961301.0
1956,TUN,4048957.0
1957,TUN,4116245.0
1958,TUN,4156968.0
1959,TUN,4198466.0
1960,TUN,4243344.0
1961,TUN,4291231.0
1962,TUN,4341324.0
1963,TUN,4396949.0
1964,TUN,4457313.0
1965,TUN,4522426.0
1966,TUN,4600344.0
1967,TUN,4704230.0
1968,TUN,4817709.0
1969,TUN,4942088.0
1970,TUN,5067306.0
1971,TUN,5195487.0
1972,TUN,5327828.0
1973,TUN,5465286.0
1974,TUN,5609198.0
1975,TUN,5760150.0
1976,TUN,5918374.0
1977,TUN,6075614.0
1978,TUN,6236247.0
1979,TUN,6382533.0
1980,TUN,6530305.0
1981,TUN,6682085.0
1982,TUN,6834484.0
1983,TUN,6982801.0
1984,TUN,7124799.0
1985,TUN,7315290.0
1986,TUN,7504516.0
1987,TUN,7696087.0
1988,TUN,7883887.0
1989,TUN,8064994.0
1990,TUN,8238325.999999999
1991,TUN,8410692.0
1992,TUN,8592962.0
1993,TUN,8772061.0
1994,TUN,8943759.0
1995,TUN,9093137.0
1996,TUN,9229380.0
1997,TUN,9359484.0
1998,TUN,9483055.0
1999,TUN,9600279.0
2000,TUN,9711648.0
2001,TUN,9818223.0
2002,TUN,9921132.0
2003,TUN,10021899.0
2004,TUN,10121365.0
2005,TUN,10210961.0
2006,TUN,10299984.0
2007,TUN,10392836.0
2008,TUN,10490569.0
2009,TUN,10594701.0
2010,TUN,10706660.0
2011,TUN,10825300.0
2012,TUN,10946771.0
2013,TUN,11072522.0
2014,TUN,11210199.0
2015,TUN,11338377.0
2016,TUN,11466151.0
2017,TUN,11591196.0
2018,TUN,11709801.0
2019,TUN,11821228.0
2020,TUN,11928934.0
2021,TUN,12019180.0
2022,TUN,12078065.0
2023,TUN,12160602.0
2024,TUN,12240260.0
2025,TUN,12313958.0
2026,TUN,12383188.0
2027,TUN,12447089.0
2028,TUN,12505106.0
2029,TUN,12558878.0
2030,TUN,12606538.0
2031,TUN,12649746.0
2032,TUN,12690096.0
2033,TUN,12728202.0
2034,TUN,12764856.0
2035,TUN,12797164.0
2036,TUN,12827373.0
2037,TUN,12857609.0
2038,TUN,12886512.0
2039,TUN,12913865.0
2040,TUN,12940746.0
2041,TUN,12966983.0
2042,TUN,12992403.0
2043,TUN,13018069.0
2044,TUN,13042537.0
2045,TUN,13065666.0
2046,TUN,13086512.0
2047,TUN,13104977.0
2048,TUN,13121467.0
2049,TUN,13133862.0
2050,TUN,13142428.0
2051,TUN,13147854.0
2052,TUN,13148469.0
2053,TUN,13144992.0
2054,TUN,13137905.0
2055,TUN,13124826.0
2056,TUN,13107597.0
2057,TUN,13085290.0
2058,TUN,13059147.0
2059,TUN,13030042.0
2060,TUN,12998042.0
2061,TUN,12960485.0
2062,TUN,12921177.0
2063,TUN,12878949.0
2064,TUN,12834650.0
2065,TUN,12788917.0
2066,TUN,12739808.0
2067,TUN,12690407.0
2068,TUN,12639338.0
2069,TUN,12587134.0
2070,TUN,12533825.0
2071,TUN,12480381.0
2072,TUN,12426160.0
2073,TUN,12373033.0
2074,TUN,12318386.0
2075,TUN,12265037.0
2076,TUN,12210686.0
2077,TUN,12157473.0
2078,TUN,12102080.0
2079,TUN,12044619.0
2080,TUN,11987399.0
2081,TUN,11930854.0
2082,TUN,11875446.0
2083,TUN,11818040.0
2084,TUN,11759783.0
2085,TUN,11701597.0
2086,TUN,11642657.0
2087,TUN,11581534.0
2088,TUN,11519772.0
2089,TUN,11457902.0
2090,TUN,11393850.0
2091,TUN,11328817.0
2092,TUN,11262536.0
2093,TUN,11195039.0
2094,TUN,11126266.0
2095,TUN,11055491.0
2096,TUN,10984195.0
2097,TUN,10911661.0
2098,TUN,10839894.0
2099,TUN,10766007.0
2100,TUN,10690654.0
2101,TUN,10613816.0
1950,TUR,20715337.0
1951,TUR,21326942.0
1952,TUR,21960819.0
1953,TUR,22619365.0
1954,TUR,23297731.0
1955,TUR,23974487.0
1956,TUR,24646534.0
1957,TUR,25468669.0
1958,TUR,26293159.0
1959,TUR,27116765.0
1960,TUR,27935918.0
1961,TUR,28723879.0
1962,TUR,29514597.0
1963,TUR,30317697.0
1964,TUR,31135985.0
1965,TUR,31950160.0
1966,TUR,32740280.0
1967,TUR,33615064.0
1968,TUR,34485779.0
1969,TUR,35357589.0
1970,TUR,36217959.0
1971,TUR,37058970.0
1972,TUR,37978252.0
1973,TUR,38882190.0
1974,TUR,39776876.0
1975,TUR,40643591.0
1976,TUR,41462662.0
1977,TUR,42337307.0
1978,TUR,43209289.0
1979,TUR,44081323.0
1980,TUR,44939536.0
1981,TUR,45878095.0
1982,TUR,46764286.0
1983,TUR,47879906.0
1984,TUR,49014915.0
1985,TUR,50133224.0
1986,TUR,51241006.0
1987,TUR,52314538.0
1988,TUR,53372802.0
1989,TUR,54446451.0
1990,TUR,55506995.0
1991,TUR,56524260.0
1992,TUR,57495515.0
1993,TUR,58484720.0
1994,TUR,59513614.0
1995,TUR,60554057.0
1996,TUR,61494948.0
1997,TUR,62407319.0
1998,TUR,63298613.0
1999,TUR,64170153.0
2000,TUR,65013692.0
2001,TUR,65838231.0
2002,TUR,66652024.99999999
2003,TUR,67445566.0
2004,TUR,68217893.0
2005,TUR,68967341.0
2006,TUR,69691772.0
2007,TUR,70398927.0
2008,TUR,71102245.0
2009,TUR,72022432.0
2010,TUR,72907264.0
2011,TUR,73786274.0
2012,TUR,74644132.0
2013,TUR,75750265.0
2014,TUR,77055797.0
2015,TUR,79016511.0
2016,TUR,81011941.0
2017,TUR,82292236.0
2018,TUR,83875088.0
2019,TUR,84956849.0
2020,TUR,85758495.0
2021,TUR,86424888.0
2022,TUR,86947617.0
2023,TUR,87169328.0
2024,TUR,87371675.0
2025,TUR,87575935.0
2026,TUR,87794917.0
2027,TUR,88057247.0
2028,TUR,88339651.0
2029,TUR,88621127.0
2030,TUR,88889748.0
2031,TUR,89165335.0
2032,TUR,89420628.0
2033,TUR,89656094.0
2034,TUR,89881582.0
2035,TUR,90089245.0
2036,TUR,90287869.0
2037,TUR,90481159.0
2038,TUR,90658851.0
2039,TUR,90811765.0
2040,TUR,90950741.0
2041,TUR,91068620.0
2042,TUR,91171256.0
2043,TUR,91261861.0
2044,TUR,91327513.0
2045,TUR,91379104.0
2046,TUR,91405966.0
2047,TUR,91431523.0
2048,TUR,91423011.0
2049,TUR,91385319.0
2050,TUR,91311298.0
2051,TUR,91204824.0
2052,TUR,91076002.0
2053,TUR,90913745.0
2054,TUR,90730890.0
2055,TUR,90518492.0
2056,TUR,90284634.0
2057,TUR,90009352.0
2058,TUR,89712581.0
2059,TUR,89396049.0
2060,TUR,89045170.0
2061,TUR,88681382.0
2062,TUR,88298498.0
2063,TUR,87890489.0
2064,TUR,87466544.0
2065,TUR,87022885.0
2066,TUR,86564441.0
2067,TUR,86096956.0
2068,TUR,85622662.0
2069,TUR,85130341.0
2070,TUR,84622102.0
2071,TUR,84095025.0
2072,TUR,83557576.0
2073,TUR,83005024.0
2074,TUR,82446095.0
2075,TUR,81864220.0
2076,TUR,81280828.0
2077,TUR,80684382.0
2078,TUR,80084764.0
2079,TUR,79479342.0
2080,TUR,78868148.0
2081,TUR,78243183.0
2082,TUR,77615869.0
2083,TUR,76974981.0
2084,TUR,76332779.0
2085,TUR,75690590.0
2086,TUR,75030843.0
2087,TUR,74369818.0
2088,TUR,73709730.0
2089,TUR,73039178.0
2090,TUR,72363009.0
2091,TUR,71679534.0
2092,TUR,71002106.0
2093,TUR,70326834.0
2094,TUR,69646436.0
2095,TUR,68979128.0
2096,TUR,68314737.0
2097,TUR,67653876.0
2098,TUR,66988713.0
2099,TUR,66331492.0
2100,TUR,65666935.0
2101,TUR,65009982.0
1950,TUV,4658.0
1951,TUV,4871.0
1952,TUV,4980.0
1953,TUV,5119.0
1954,TUV,5231.0
1955,TUV,5307.0
1956,TUV,5364.0
1957,TUV,5414.0
1958,TUV,5463.0
1959,TUV,5531.0
1960,TUV,5574.0
1961,TUV,5623.0
1962,TUV,5673.0
1963,TUV,5726.0
1964,TUV,5776.0
1965,TUV,5728.0
1966,TUV,5703.0
1967,TUV,5668.0
1968,TUV,5637.0
1969,TUV,5610.0
1970,TUV,5652.0
1971,TUV,5674.0
1972,TUV,5696.0
1973,TUV,5689.0
1974,TUV,5674.0
1975,TUV,5970.0
1976,TUV,6263.0
1977,TUV,6546.0
1978,TUV,6825.0
1979,TUV,7090.0
1980,TUV,7277.0
1981,TUV,7455.0
1982,TUV,7597.0
1983,TUV,7730.0
1984,TUV,7848.0
1985,TUV,7956.0
1986,TUV,8137.0
1987,TUV,8298.0
1988,TUV,8444.0
1989,TUV,8592.0
1990,TUV,8733.0
1991,TUV,8863.0
1992,TUV,8993.0
1993,TUV,9083.0
1994,TUV,9168.0
1995,TUV,9247.0
1996,TUV,9312.0
1997,TUV,9372.0
1998,TUV,9429.0
1999,TUV,9473.0
2000,TUV,9519.0
2001,TUV,9569.0
2002,TUV,9604.0
2003,TUV,9641.0
2004,TUV,9750.0
2005,TUV,9882.0
2006,TUV,9997.0
2007,TUV,10114.0
2008,TUV,10250.0
2009,TUV,10392.0
2010,TUV,10531.0
2011,TUV,10697.0
2012,TUV,10862.0
2013,TUV,11007.0
2014,TUV,10994.0
2015,TUV,10974.0
2016,TUV,10952.0
2017,TUV,10907.0
2018,TUV,10831.0
2019,TUV,10670.0
2020,TUV,10492.0
2021,TUV,10307.0
2022,TUV,10080.0
2023,TUV,9904.0
2024,TUV,9727.0
2025,TUV,9564.0
2026,TUV,9420.0
2027,TUV,9304.0
2028,TUV,9209.0
2029,TUV,9133.0
2030,TUV,9073.0
2031,TUV,9022.0
2032,TUV,8998.0
2033,TUV,8978.0
2034,TUV,8969.0
2035,TUV,8976.0
2036,TUV,8985.0
2037,TUV,9000.0
2038,TUV,9028.0
2039,TUV,9068.0
2040,TUV,9119.0
2041,TUV,9161.0
2042,TUV,9213.0
2043,TUV,9279.0
2044,TUV,9345.0
2045,TUV,9408.0
2046,TUV,9469.0
2047,TUV,9536.0
2048,TUV,9614.0
2049,TUV,9681.0
2050,TUV,9748.0
2051,TUV,9813.0
2052,TUV,9885.0
2053,TUV,9942.0
2054,TUV,10011.0
2055,TUV,10069.0
2056,TUV,10133.0
2057,TUV,10200.0
2058,TUV,10253.0
2059,TUV,10316.0
2060,TUV,10386.0
2061,TUV,10443.0
2062,TUV,10513.0
2063,TUV,10571.0
2064,TUV,10635.0
2065,TUV,10701.0
2066,TUV,10756.0
2067,TUV,10821.0
2068,TUV,10889.0
2069,TUV,10958.0
2070,TUV,11028.0
2071,TUV,11087.0
2072,TUV,11162.0
2073,TUV,11221.0
2074,TUV,11298.0
2075,TUV,11363.0
2076,TUV,11420.0
2077,TUV,11478.0
2078,TUV,11538.0
2079,TUV,11588.0
2080,TUV,11644.0
2081,TUV,11707.0
2082,TUV,11747.0
2083,TUV,11788.0
2084,TUV,11827.0
2085,TUV,11871.0
2086,TUV,11912.0
2087,TUV,11947.0
2088,TUV,11974.0
2089,TUV,12010.0
2090,TUV,12042.0
2091,TUV,12073.0
2092,TUV,12100.0
2093,TUV,12130.0
2094,TUV,12150.0
2095,TUV,12168.0
2096,TUV,12183.0
2097,TUV,12206.0
2098,TUV,12228.0
2099,TUV,12249.0
2100,TUV,12256.0
2101,TUV,12282.0
1950,TWN,7468442.0
1951,TWN,7724618.0
1952,TWN,8000974.0
1953,TWN,8297005.999999999
1954,TWN,8605735.0
1955,TWN,8929812.0
1956,TWN,9278456.0
1957,TWN,9652963.0
1958,TWN,10048088.0
1959,TWN,10444225.0
1960,TWN,10844126.0
1961,TWN,11248391.0
1962,TWN,11658609.0
1963,TWN,12074734.0
1964,TWN,12496710.0
1965,TWN,12916639.0
1966,TWN,13332966.0
1967,TWN,13742447.0
1968,TWN,14060493.0
1969,TWN,14370676.0
1970,TWN,14676513.0
1971,TWN,14954976.0
1972,TWN,15287298.0
1973,TWN,15613926.0
1974,TWN,15931467.0
1975,TWN,16233183.0
1976,TWN,16497351.999999998
1977,TWN,16845646.0
1978,TWN,17194549.0
1979,TWN,17552906.0
1980,TWN,17918655.0
1981,TWN,18254386.0
1982,TWN,18571269.0
1983,TWN,18876702.0
1984,TWN,19168547.0
1985,TWN,19444978.0
1986,TWN,19698396.0
1987,TWN,19913563.0
1988,TWN,20118074.0
1989,TWN,20329221.0
1990,TWN,20508591.0
1991,TWN,20681221.0
1992,TWN,20882279.0
1993,TWN,21081897.0
1994,TWN,21267467.0
1995,TWN,21446813.0
1996,TWN,21622177.0
1997,TWN,21796376.0
1998,TWN,21974281.0
1999,TWN,22124171.0
2000,TWN,22283391.0
2001,TWN,22382348.0
2002,TWN,22510167.0
2003,TWN,22623636.0
2004,TWN,22704613.0
2005,TWN,22786249.0
2006,TWN,22863614.0
2007,TWN,22965654.0
2008,TWN,23048194.0
2009,TWN,23124284.0
2010,TWN,23204438.0
2011,TWN,23243660.0
2012,TWN,23302493.0
2013,TWN,23389429.0
2014,TWN,23444320.0
2015,TWN,23501311.0
2016,TWN,23557197.0
2017,TWN,23615088.0
2018,TWN,23650808.0
2019,TWN,23667802.0
2020,TWN,23680473.0
2021,TWN,23646445.0
2022,TWN,23470220.0
2023,TWN,23370002.0
2024,TWN,23264288.0
2025,TWN,23163636.0
2026,TWN,23061950.0
2027,TWN,22960635.0
2028,TWN,22856043.0
2029,TWN,22751547.0
2030,TWN,22645122.0
2031,TWN,22534778.0
2032,TWN,22419604.0
2033,TWN,22301478.0
2034,TWN,22179706.0
2035,TWN,22050948.0
2036,TWN,21918496.0
2037,TWN,21781407.0
2038,TWN,21637366.0
2039,TWN,21489819.0
2040,TWN,21336384.0
2041,TWN,21177884.0
2042,TWN,21013581.0
2043,TWN,20843712.0
2044,TWN,20669345.0
2045,TWN,20491723.0
2046,TWN,20306656.0
2047,TWN,20121176.0
2048,TWN,19928891.0
2049,TWN,19735092.0
2050,TWN,19535308.0
2051,TWN,19333891.0
2052,TWN,19131117.0
2053,TWN,18925959.0
2054,TWN,18717430.0
2055,TWN,18505142.0
2056,TWN,18290599.0
2057,TWN,18076850.0
2058,TWN,17858523.0
2059,TWN,17638894.0
2060,TWN,17415500.0
2061,TWN,17189593.0
2062,TWN,16961401.0
2063,TWN,16732815.999999998
2064,TWN,16505711.0
2065,TWN,16277798.0
2066,TWN,16050967.0
2067,TWN,15825993.0
2068,TWN,15600808.0
2069,TWN,15376592.0
2070,TWN,15156057.0
2071,TWN,14936816.0
2072,TWN,14718082.0
2073,TWN,14500707.0
2074,TWN,14287553.0
2075,TWN,14076658.0
2076,TWN,13869064.0
2077,TWN,13666503.0
2078,TWN,13466971.0
2079,TWN,13270529.0
